# Recording
duration 75.006
nframes 2250
# Camera
framerate 29.997600191984642
imageToStage -0.993727445602417,-0.06086360290646553,0.06086360290646553,-0.993727445602417
rotation -3.080421285766743
imagenormaldir +Z
pixelsize 0.9955896
# Dual color
dualcolormode False
mainside Right
viewmode Splitted
recordingmode Original
translation_x 0.0
translation_y 0.0
rotation 0.0
# Tracking
roi_x 400
roi_y 400
capture_radius 400
min_step 1
threshold 30
binning 4
dark_bg True
mode CMS
area 400
# Frame Time X Y Z minBrightness maxBrightness meanBrightness medianBrightness skewness percentile_5 percentile_95
0 7337190.7 96.80708952935275 79.830413977165 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
1 7337224.0 96.80708952935275 79.830413977165 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
2 7337257.3 96.81244082085965 79.830413977165 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
3 7337290.7 96.81244082085965 79.83226316376845 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
4 7337324.0 96.81244082085965 79.83226316376845 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
5 7337357.4 96.81488439059795 79.83226316376845 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
6 7337390.7 96.81488439059795 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
7 7337424.0 96.81488439059795 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
8 7337457.4 96.81488439059795 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
9 7337490.7 96.81614820070034 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
10 7337524.0 96.81614820070034 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
11 7337557.4 96.81614820070034 79.83399419852395 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
12 7337590.7 96.81614820070034 79.83525959454089 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
13 7337624.0 96.81614820070034 79.83525959454089 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
14 7337657.4 96.81965608687045 79.83723471260981 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
15 7337690.7 96.81965608687045 79.83723471260981 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
16 7337724.1 96.82121658720561 79.84015309098254 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
17 7337757.4 96.82121658720561 79.84015309098254 143.63129492187494 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
