# Recording
duration 75.006
nframes 2250
# Camera
framerate 29.997600191984642
imageToStage -0.993727445602417,-0.06086360290646553,0.06086360290646553,-0.993727445602417
rotation -3.080421285766743
imagenormaldir +Z
pixelsize 0.9955896
# Dual color
dualcolormode False
mainside Right
viewmode Splitted
recordingmode Original
translation_x 0.0
translation_y 0.0
rotation 0.0
# Tracking
roi_x 400
roi_y 400
capture_radius 400
min_step 1
threshold 30
binning 4
dark_bg True
mode CMS
area 400
# Frame Time X Y Z minBrightness maxBrightness meanBrightness medianBrightness skewness percentile_5 percentile_95
0 10281520.1 94.70584051306105 78.92978220553101 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
1 10281553.4 94.7003265175557 78.93117270178234 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
2 10281586.8 94.7003265175557 78.93117270178234 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
3 10281620.1 94.7003265175557 78.93117270178234 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
4 10281653.5 94.68421941207596 78.93117270178234 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
5 10281686.8 94.68421941207596 78.94088132154803 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
6 10281720.1 94.68421941207596 78.94088132154803 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
7 10281753.5 94.68421941207596 78.94088132154803 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
8 10281786.8 94.66532245390559 78.94088132154803 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
9 10281820.1 94.66532245390559 78.95956023474838 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
10 10281853.5 94.66532245390559 78.95956023474838 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
11 10281886.8 94.66532245390559 78.95956023474838 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
12 10281920.1 94.64171341868693 78.95956023474838 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
13 10281953.5 94.64171341868693 78.97931441860565 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
14 10281986.8 94.64171341868693 78.97931441860565 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
15 10282020.1 94.64171341868693 78.97931441860565 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
16 10282053.5 94.62432646063081 78.98963000609983 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
17 10282086.8 94.62432646063081 78.98963000609983 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
18 10282120.2 94.62432646063081 78.98963000609983 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
19 10282153.5 94.59972631775868 78.98963000609983 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
20 10282186.8 94.59972631775868 78.99907678349092 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
21 10282220.2 94.59972631775868 78.99907678349092 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
22 10282253.5 94.59972631775868 78.99907678349092 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
23 10282286.8 94.5833412971695 78.99907678349092 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
24 10282320.2 94.5833412971695 79.00521964661827 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
25 10282353.5 94.5833412971695 79.00521964661827 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
26 10282386.8 94.57271146846603 79.00832819839404 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
27 10282420.2 94.57271146846603 79.00832819839404 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
28 10282453.5 94.57271146846603 79.00832819839404 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
29 10282486.9 94.57271146846603 79.00832819839404 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
30 10282520.2 94.55765756432956 79.00832819839404 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
31 10282553.5 94.55765756432956 79.01197211513778 144.19386523437493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
