# Recording
duration 75.006
nframes 2250
# Camera
framerate 29.997600191984642
imageToStage -0.993727445602417,-0.06086360290646553,0.06086360290646553,-0.993727445602417
rotation -3.080421285766743
imagenormaldir +Z
pixelsize 0.9955896
# Dual color
dualcolormode False
mainside Right
viewmode Splitted
recordingmode Original
translation_x 0.0
translation_y 0.0
rotation 0.0
# Tracking
roi_x 400
roi_y 400
capture_radius 400
min_step 1
threshold 30
binning 4
dark_bg True
mode CMS
area 400
# Frame Time X Y Z minBrightness maxBrightness meanBrightness medianBrightness skewness percentile_5 percentile_95
0 3315675.0 87.9689618870377 75.76645469248568 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
1 3315708.3 87.9689618870377 75.76310562664506 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
2 3315741.6 87.9689618870377 75.76310562664506 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
3 3315775.0 87.9689618870377 75.76310562664506 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
4 3315808.3 87.97689475955116 75.76310562664506 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
5 3315841.7 87.97689475955116 75.75909609959827 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
6 3315875.0 87.97689475955116 75.75909609959827 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
7 3315908.3 87.97689475955116 75.75909609959827 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
8 3315941.7 87.98479539893832 75.75909609959827 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
9 3315975.0 87.98479539893832 75.75512767193497 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
10 3316008.3 87.98479539893832 75.75512767193497 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
11 3316041.7 87.98479539893832 75.75512767193497 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
12 3316075.0 87.98479539893832 75.75325405348535 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
13 3316108.3 87.98479539893832 75.75325405348535 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
14 3316141.7 87.99228730300868 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
15 3316175.0 87.99228730300868 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
16 3316208.3 87.99228730300868 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
17 3316241.7 87.99228730300868 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
18 3316275.0 87.99346377629833 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
19 3316308.4 87.99346377629833 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
20 3316341.7 87.99346377629833 75.75102505919628 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
21 3316375.0 87.99346377629833 75.75288304826603 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
22 3316408.4 87.99346377629833 75.75288304826603 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
23 3316441.7 87.99346377629833 75.75288304826603 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
24 3316475.0 87.99016173831396 75.75738591285713 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
25 3316508.4 87.99016173831396 75.75738591285713 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
26 3316541.7 87.99016173831396 75.75738591285713 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
27 3316575.0 87.99016173831396 75.75738591285713 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
28 3316608.4 87.97230087343212 75.75738591285713 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
29 3316641.7 87.97230087343212 75.77087931206646 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
30 3316675.1 87.97230087343212 75.77087931206646 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
31 3316708.4 87.97230087343212 75.77087931206646 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
32 3316741.7 87.94451103679376 75.77087931206646 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
33 3316775.1 87.94451103679376 75.79450347039639 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
34 3316808.4 87.94451103679376 75.79450347039639 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
35 3316841.7 87.94451103679376 75.79450347039639 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
36 3316875.1 87.91635549320245 75.82035181855285 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
37 3316908.4 87.91635549320245 75.82035181855285 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
38 3316941.7 87.91635549320245 75.82035181855285 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
39 3316975.1 87.91635549320245 75.82035181855285 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
40 3317008.4 87.8988261856264 75.82035181855285 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
41 3317041.7 87.8988261856264 75.83482410180416 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
42 3317075.1 87.8988261856264 75.83482410180416 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
43 3317108.4 87.8988261856264 75.83482410180416 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
44 3317141.8 87.87459379946996 75.83482410180416 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
45 3317175.1 87.87459379946996 75.85359997273027 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
46 3317208.4 87.87459379946996 75.85359997273027 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
47 3317241.8 87.87459379946996 75.85359997273027 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
48 3317275.1 87.84223332382604 75.87056647765054 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
49 3317308.4 87.84223332382604 75.87056647765054 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
50 3317341.8 87.84223332382604 75.87056647765054 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
51 3317375.1 87.84223332382604 75.87056647765054 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
52 3317408.4 87.84223332382604 75.87056647765054 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
53 3317441.8 87.77043979491968 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
54 3317475.1 87.77043979491968 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
55 3317508.5 87.77043979491968 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
56 3317541.8 87.77043979491968 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
57 3317575.1 87.77043979491968 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
58 3317608.5 87.7102664508606 75.87377829057714 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
59 3317641.8 87.7102664508606 75.81427489070632 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
60 3317675.1 87.7102664508606 75.81427489070632 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
61 3317708.5 87.7102664508606 75.81427489070632 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
62 3317741.8 87.7102664508606 75.81427489070632 145.4244257812499 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
63 3317775.1 87.71011914062495 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
64 3317808.5 87.71011914062495 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
65 3317841.8 87.71011914062495 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
66 3317875.1 87.71011914062495 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
67 3317908.5 87.71011914062495 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
68 3317941.8 87.6665639702174 75.7501729004532 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
69 3317975.2 87.6665639702174 75.71800861895183 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
70 3318008.5 87.6665639702174 75.71800861895183 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
71 3318041.8 87.6665639702174 75.71800861895183 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
72 3318075.2 87.6665639702174 75.71800861895183 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
73 3318108.5 87.62037310780644 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
74 3318141.8 87.62037310780644 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
75 3318175.2 87.62037310780644 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
76 3318208.5 87.62037310780644 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
77 3318241.8 87.62037310780644 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
78 3318275.2 87.57879273178943 75.71519652749487 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
79 3318308.5 87.57879273178943 75.73344381068061 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
80 3318341.9 87.57879273178943 75.73344381068061 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
81 3318375.2 87.57879273178943 75.73344381068061 145.38349804687493 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
82 3318408.5 87.55211328124996 75.73342382812497 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
83 3318441.9 87.52378901890336 75.73342382812497 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
84 3318475.2 87.52378901890336 75.77777716703226 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
85 3318508.5 87.52378901890336 75.77777716703226 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
86 3318541.9 87.52378901890336 75.77777716703226 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
87 3318575.2 87.47749335763102 75.77777716703226 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
88 3318608.5 87.47749335763102 75.82042445978769 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
89 3318641.9 87.47749335763102 75.82042445978769 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
90 3318675.2 87.47749335763102 75.82042445978769 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
91 3318708.5 87.47749335763102 75.82042445978769 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
92 3318741.9 87.43879715090672 75.82902387421649 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
93 3318775.2 87.43879715090672 75.82902387421649 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
94 3318808.6 87.43879715090672 75.82902387421649 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
95 3318841.9 87.43879715090672 75.82902387421649 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
96 3318875.2 87.38861993652442 75.82902387421649 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
97 3318908.6 87.38861993652442 75.82312944823823 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
98 3318941.9 87.38861993652442 75.82312944823823 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
99 3318975.2 87.38861993652442 75.82312944823823 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
100 3319008.6 87.38861993652442 75.82312944823823 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
101 3319041.9 87.35949456957894 75.82312944823823 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
102 3319075.2 87.35949456957894 75.80106717397004 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
103 3319108.6 87.35949456957894 75.80106717397004 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
104 3319141.9 87.35949456957894 75.80106717397004 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
105 3319175.3 87.35949456957894 75.80106717397004 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
106 3319208.6 87.3312819029688 75.80106717397004 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
107 3319241.9 87.3312819029688 75.77405545228146 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
108 3319275.3 87.3312819029688 75.77405545228146 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
109 3319308.6 87.3312819029688 75.77405545228146 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
110 3319341.9 87.31383345697901 75.77405545228146 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
111 3319375.3 87.31383345697901 75.75553773777163 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
112 3319408.6 87.31383345697901 75.75553773777163 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
113 3319441.9 87.3068930224434 75.75553773777163 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
114 3319475.3 87.3068930224434 75.74270586615086 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
115 3319508.6 87.3068930224434 75.74270586615086 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
116 3319541.9 87.3068930224434 75.74270586615086 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
117 3319575.3 87.28562608506965 75.74270586615086 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
118 3319608.6 87.28562608506965 75.70843194032508 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
119 3319642.0 87.28562608506965 75.70843194032508 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
120 3319675.3 87.28562608506965 75.70843194032508 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
121 3319708.6 87.28562608506965 75.70843194032508 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
122 3319742.0 87.20753886558279 75.70843194032508 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
123 3319775.3 87.20753886558279 75.67274079458042 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
124 3319808.6 87.20753886558279 75.67274079458042 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
125 3319842.0 87.20753886558279 75.67274079458042 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
126 3319875.3 87.20753886558279 75.67274079458042 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
127 3319908.6 87.13693305718006 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
128 3319942.0 87.13693305718006 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
129 3319975.3 87.13693305718006 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
130 3320008.7 87.13693305718006 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
131 3320042.0 87.13693305718006 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
132 3320075.3 87.10024082472822 75.69855053563329 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
133 3320108.7 87.10024082472822 75.74921843640709 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
134 3320142.0 87.10024082472822 75.74921843640709 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
135 3320175.3 87.10024082472822 75.74921843640709 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
136 3320208.7 87.10024082472822 75.74921843640709 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
137 3320242.0 87.08275246542023 75.74921843640709 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
138 3320275.3 87.08275246542023 75.79716228160802 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
139 3320308.7 87.08275246542023 75.79716228160802 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
140 3320342.0 87.08275246542023 75.79716228160802 145.44724609374992 0 233 2.8329 0.0 8.181805246746432 0.0 4.0 
